Machine_Type,pressure,Temperature,Vibration,Machineruntime,Date,Component,Maintenancetype,Actiontaken,Failure type,Downtime (hrs)
Mill,37.3789,23.59455038,652.6048,7,19-12-2023,Coupling,Predictive,Flushed,Misalignment,6.2
Drill,75.7475,81.65612929,551.1049,16,06-09-2023,Motor,Predictive,Refilled,Bearing failure,4.8
Lathe,51.9918,38.03869183,986.342,9,29-10-2023,Motor,Corrective,Inspected,Overheating,2.4
Drill,95.5876,69.9486089,727.6629,12,23-12-2023,Gearbox,Preventive,Inspected,Overheating,8.3
Drill,39.3239,86.44724832,554.1872,15,22-02-2024,Gearbox,Predictive,Repaired,Misalignment,2.6
Mill,14.4169,56.7836983,843.7153,18,31-07-2024,Motor,Preventive,Checked,Misalignment,8.3
Lathe,46.0189,37.45344206,786.1487,10,28-01-2024,Gearbox,Predictive,Inspected,No Failure,1.2
Mill,98.749,86.74140612,698.4787,6,18-07-2023,Shaft,Preventive,Replaced,Bearing failure,0.1
Mill,28.6109,59.46775454,636.7407,17,01-03-2024,Bearing,Corrective,Refilled,No Failure,8.5
Drill,14.4975,30.52139184,771.0971,8,26-12-2023,Shaft,Corrective,Repaired,No Failure,6
Mill,11.7735,73.58716743,603.6664,14,31-10-2023,Gearbox,Preventive,Aligned,Misalignment,7
Drill,47.8173,92.33642517,783.595,19,08-06-2023,Bearing,Preventive,Repaired,No Failure,7
Lathe,86.7392,22.75702552,585.9916,18,25-01-2023,Lubrication,Corrective,Tightened,Overheating,7.6
Lathe,40.3824,41.78007275,766.3976,6,02-09-2023,Coupling,Preventive,Tightened,No Failure,3.9
Lathe,19.6362,87.13440744,656.4355,7,17-08-2023,Bearing,Predictive,Inspected,No Failure,7.2
Drill,85.0506,66.40873775,850.4451,11,19-06-2023,Lubrication,Preventive,Repaired,Leakage,4.8
Drill,79.7051,47.45402617,840.6484,10,15-08-2023,Motor,Corrective,Replaced,Wear and tear,4.2
Lathe,23.9337,22.49871215,925.9492,11,13-11-2023,Bearing,Predictive,Checked,No Failure,6.9
Mill,36.6104,68.14004351,598.5271,18,17-03-2023,Gearbox,Preventive,Cleaned,No Failure,1.2
Mill,51.8542,98.86194064,689.9318,11,24-08-2024,Lubrication,Corrective,Replaced,Wear and tear,8.7
Drill,63.0166,89.20039889,507.4558,12,11-01-2023,Coupling,Predictive,Tightened,Leakage,1
Lathe,57.8116,84.15659263,689.8265,8,09-09-2023,Shaft,Preventive,Checked,No Failure,8.3
Lathe,55.8911,60.88507375,534.707,8,20-03-2024,Coupling,Predictive,Aligned,Misalignment,6.9
Drill,52.7658,33.79587579,885.3225,7,02-02-2024,Gearbox,Corrective,Inspected,No Failure,6.7
Mill,16.4711,30.43301797,683.3216,13,20-11-2024,Bearing,Corrective,Inspected,Wear and tear,1.4
Mill,93.4057,63.45395647,724.8224,18,08-11-2024,Gearbox,Predictive,Lubricated,Overheating,2.6
Lathe,42.8287,91.12775968,580.9729,9,18-05-2024,Bearing,Preventive,Tightened,No Failure,3.7
Drill,60.5745,61.40998092,913.2257,11,16-02-2024,Gearbox,Corrective,Aligned,Misalignment,0.6
Lathe,91.7831,94.4464011,683.9574,10,08-09-2024,Shaft,Preventive,Checked,Misalignment,2.5
Drill,37.229,75.64184663,529.8039,18,01-09-2023,Coupling,Predictive,Aligned,Misalignment,3
Drill,33.9903,54.22286466,628.6221,16,23-07-2023,Lubrication,Corrective,Aligned,Overheating,7.5
Mill,82.127,62.96746137,953.1723,10,13-03-2024,Shaft,Corrective,Aligned,No Failure,8.6
Lathe,60.7872,46.4011815,815.2321,9,18-02-2024,Shaft,Preventive,Tightened,Misalignment,0
Mill,28.2622,71.20416916,805.1989,18,16-12-2023,Motor,Preventive,Lubricated,Misalignment,5.9
Lathe,28.5373,35.97750146,685.3686,14,15-08-2024,Shaft,Predictive,Checked,Bearing failure,8
Drill,34.0084,11.45394992,981.5061,6,20-04-2024,Gearbox,Preventive,Flushed,Overheating,5.6
Drill,55.0037,30.00288846,727.9752,16,16-09-2024,Gearbox,Corrective,Tightened,Leakage,3.1
Drill,33.9946,18.31653366,591.2551,13,10-05-2023,Motor,Corrective,Cleaned,Wear and tear,0.8
Lathe,88.3896,51.97503808,969.3127,8,08-04-2023,Gearbox,Preventive,Aligned,No Failure,1.4
Mill,56.5508,61.82640559,869.3617,14,18-02-2023,Bearing,Predictive,Tightened,Overheating,6.2
Drill,41.4325,56.27093583,629.5328,19,03-09-2024,Motor,Preventive,Checked,Overheating,5.2
Lathe,19.9811,64.86304056,952.5417,15,10-10-2024,Lubrication,Predictive,Inspected,Misalignment,3.7
Drill,14.1359,38.9517285,703.1063,14,03-06-2023,Lubrication,Preventive,Repaired,No Failure,6.4
Mill,60.5124,61.70101435,689.2928,10,13-11-2023,Gearbox,Predictive,Replaced,Wear and tear,1
Drill,74.8078,54.21860758,597.172,11,11-04-2023,Bearing,Corrective,Cleaned,Leakage,5.5
Mill,23.8141,91.00653484,775.2239,15,08-06-2024,Gearbox,Predictive,Flushed,No Failure,7.7
Lathe,21.8094,97.05123232,704.1293,7,20-06-2023,Bearing,Preventive,Flushed,No Failure,4
Drill,45.4025,88.38632758,594.8865,13,16-12-2024,Motor,Predictive,Replaced,No Failure,3.7
Drill,42.5993,46.47060277,544.5014,6,13-01-2024,Shaft,Corrective,Flushed,Overheating,7.6
Mill,18.2813,17.99049897,950.8292,12,08-05-2023,Coupling,Predictive,Checked,No Failure,4
Lathe,66.5626,76.01255821,665.1232,8,13-10-2024,Coupling,Preventive,Inspected,No Failure,3.2
Drill,43.3404,69.40744362,924.1668,15,16-11-2024,Bearing,Corrective,Replaced,Wear and tear,2.8
Lathe,38.3949,36.53116237,639.2849,18,17-09-2023,Motor,Preventive,Lubricated,Misalignment,2.3
Mill,25.4772,83.58290455,769.2717,7,11-12-2023,Motor,Predictive,Repaired,No Failure,6.7
Lathe,55.7562,30.30329065,535.7033,18,15-06-2023,Shaft,Corrective,Aligned,No Failure,7
Mill,52.2127,78.95080544,658.5938,15,02-02-2023,Lubrication,Preventive,Tightened,Wear and tear,4.5
Mill,71.2734,22.91029264,805.6331,17,08-08-2023,Shaft,Predictive,Flushed,No Failure,7.1
Mill,57.6992,97.04616459,540.6952,17,06-01-2024,Gearbox,Predictive,Refilled,Wear and tear,8.7
Mill,80.1163,63.97087099,505.0346,6,18-07-2023,Motor,Predictive,Tightened,Overheating,8.5
Mill,30.6626,69.4842582,733.217,12,16-06-2024,Coupling,Corrective,Aligned,Overheating,4.9
Drill,10.0182,21.24170215,844.3986,17,16-11-2024,Lubrication,Preventive,Lubricated,Leakage,8.6
Drill,61.2438,10.40012199,722.8698,19,10-11-2024,Motor,Preventive,Cleaned,Overheating,8.4
Drill,23.0247,83.55108083,625.3459,6,07-06-2023,Gearbox,Predictive,Lubricated,Wear and tear,0.3
Mill,10.492,86.82187353,949.1927,18,18-04-2024,Lubrication,Preventive,Tightened,No Failure,6
Lathe,98.6598,63.98605815,943.6217,10,15-01-2024,Motor,Preventive,Cleaned,Bearing failure,7.9
Lathe,77.583,19.53175562,835.9432,9,29-05-2024,Gearbox,Predictive,Checked,Leakage,4
Lathe,49.4891,53.37526331,620.0555,15,21-08-2023,Bearing,Preventive,Inspected,Overheating,5
Drill,76.5658,47.5290948,572.04,10,17-07-2023,Motor,Preventive,Flushed,Bearing failure,3.6
Drill,32.8707,33.58252252,505.843,9,03-11-2023,Gearbox,Corrective,Checked,Overheating,5.9
Mill,86.5504,62.90506714,632.4772,9,07-10-2024,Gearbox,Preventive,Lubricated,Overheating,0.2
Mill,67.4079,51.81900565,943.1909,6,13-08-2023,Gearbox,Corrective,Repaired,No Failure,0.8
Mill,45.5148,52.73946556,548.3752,11,30-08-2023,Shaft,Preventive,Checked,Overheating,8
Lathe,40.7203,79.27561741,610.3029,7,25-02-2024,Lubrication,Corrective,Refilled,No Failure,2.9
Mill,29.3198,14.87454677,856.4724,10,07-07-2024,Gearbox,Preventive,Flushed,Misalignment,1.2
Lathe,32.6369,97.50463902,620.5144,11,08-06-2023,Motor,Corrective,Aligned,Misalignment,8.7
Lathe,53.9912,10.82855256,876.2356,8,19-09-2024,Shaft,Preventive,Tightened,No Failure,8.2
Mill,27.7049,78.81177385,879.116,8,23-01-2023,Bearing,Predictive,Checked,Wear and tear,1.3
Lathe,93.2304,39.02896255,780.7944,13,04-01-2024,Shaft,Preventive,Lubricated,Wear and tear,6.2
Mill,69.6463,35.23171956,979.1328,19,26-11-2023,Lubrication,Corrective,Tightened,Bearing failure,0.1
Mill,52.1339,77.12175317,982.0224,17,06-07-2023,Bearing,Preventive,Inspected,Misalignment,0.4
Mill,44.8213,98.5211999,975.7617,18,19-11-2023,Lubrication,Predictive,Replaced,Misalignment,4.8
Lathe,70.0876,57.55915546,926.794,6,07-03-2023,Lubrication,Corrective,Cleaned,Misalignment,2.3
Mill,67.5476,66.17248906,886.5638,13,26-09-2024,Lubrication,Corrective,Lubricated,Bearing failure,5.2
Drill,77.6834,50.30077056,996.6017,12,16-09-2023,Bearing,Corrective,Cleaned,No Failure,1.1
Lathe,79.9921,25.01980172,966.042,12,18-12-2023,Coupling,Preventive,Checked,Wear and tear,1.7
Lathe,56.5126,48.02002762,832.2464,18,10-01-2023,Bearing,Preventive,Replaced,No Failure,3.1
Mill,36.7754,12.96058093,914.8809,9,22-10-2024,Coupling,Predictive,Flushed,No Failure,3.8
Lathe,66.9527,28.0623941,514.9614,7,10-04-2023,Motor,Predictive,Tightened,Leakage,5.3
Drill,46.6366,33.86689914,623.9146,7,09-08-2024,Bearing,Predictive,Tightened,No Failure,5.1
Lathe,88.0558,30.12062579,881.8321,15,01-08-2024,Shaft,Predictive,Tightened,No Failure,3.3
Mill,29.7814,30.5427093,638.7466,11,01-12-2023,Gearbox,Preventive,Replaced,Overheating,4.6
Mill,85.198,67.62063557,870.7422,6,15-05-2024,Lubrication,Corrective,Repaired,Misalignment,4.1
Drill,51.7913,77.77962072,726.0567,13,27-08-2023,Bearing,Corrective,Tightened,No Failure,1.8
Drill,24.0887,75.04674774,877.2737,7,18-08-2023,Motor,Corrective,Refilled,No Failure,3
Drill,20.3133,51.60338382,590.586,19,08-04-2024,Bearing,Corrective,Replaced,Bearing failure,1.3
Mill,46.2308,59.21341744,618.366,11,24-04-2023,Lubrication,Preventive,Inspected,Misalignment,5.4
Drill,16.9312,56.65574751,537.6146,16,03-10-2024,Shaft,Predictive,Refilled,Wear and tear,4.4
Lathe,96.0257,73.99585475,597.8301,6,21-03-2023,Motor,Corrective,Replaced,Overheating,6.3
Mill,73.722,42.76081314,516.8953,12,16-02-2023,Bearing,Corrective,Tightened,No Failure,4.4
Drill,91.2348,66.76235376,713.5906,9,14-06-2024,Lubrication,Predictive,Aligned,No Failure,8.5
Drill,34.4773,96.72216189,969.3372,12,15-08-2024,Motor,Preventive,Replaced,No Failure,3.1
Mill,71.7932,66.69631215,731.7045,10,19-11-2024,Motor,Predictive,Flushed,Overheating,3.5
Mill,50.3878,90.69240295,859.4671,10,18-06-2024,Motor,Preventive,Cleaned,Overheating,7.2
Drill,19.7819,53.4946746,967.6563,15,07-02-2023,Shaft,Preventive,Flushed,Overheating,4.8
Drill,43.5011,91.60159025,867.112,7,25-02-2023,Gearbox,Corrective,Cleaned,Wear and tear,1
Lathe,16.4709,63.44198157,768.3907,13,25-07-2023,Gearbox,Corrective,Cleaned,Bearing failure,3.8
Mill,70.7317,66.4895224,740.3065,11,08-09-2024,Bearing,Corrective,Aligned,Wear and tear,3.8
Drill,49.6068,90.83928751,648.592,9,22-07-2023,Coupling,Corrective,Repaired,Bearing failure,3.4
Drill,91.1891,41.4823931,597.1088,12,19-07-2024,Gearbox,Predictive,Refilled,Wear and tear,4.2
Drill,40.8579,84.89149642,637.51,7,27-02-2023,Coupling,Preventive,Checked,No Failure,0.3
Lathe,69.9338,29.74399465,917.5503,11,12-11-2024,Lubrication,Corrective,Repaired,No Failure,2.4
Lathe,39.0386,42.934355,906.7166,6,10-05-2023,Shaft,Predictive,Aligned,Bearing failure,1.4
Drill,67.4128,31.51189848,623.0136,14,24-06-2023,Motor,Preventive,Repaired,Leakage,6.1
Mill,75.7088,28.1892291,661.91,12,23-11-2024,Lubrication,Predictive,Replaced,Misalignment,2.5
Mill,25.1394,94.58341865,691.2177,8,22-09-2024,Bearing,Preventive,Repaired,No Failure,0.5
Lathe,25.725,83.96895485,587.9148,14,18-05-2023,Motor,Corrective,Flushed,No Failure,6.8
Lathe,55.1131,30.29346763,565.8488,6,01-04-2023,Gearbox,Predictive,Inspected,Misalignment,8.5
Mill,36.0876,59.42656015,536.1527,13,15-11-2024,Motor,Corrective,Aligned,Misalignment,5.3
Drill,92.2954,39.50470292,823.874,19,19-03-2024,Shaft,Predictive,Repaired,Bearing failure,2.9
Mill,60.5353,15.56173302,696.8607,7,17-05-2023,Lubrication,Corrective,Flushed,No Failure,2
Lathe,42.5623,65.18701695,668.0836,19,30-11-2023,Bearing,Corrective,Checked,Bearing failure,5.7
Lathe,20.4312,94.66443844,518.8941,17,01-07-2023,Gearbox,Predictive,Flushed,Overheating,6.6
Drill,59.6754,27.07807604,684.1023,19,12-08-2023,Coupling,Corrective,Replaced,No Failure,6.2
Drill,56.7925,12.33784713,758.3629,16,11-02-2023,Bearing,Corrective,Refilled,Wear and tear,5
Mill,71.0275,84.21320065,628.451,18,19-01-2024,Bearing,Corrective,Flushed,Wear and tear,0.2
Mill,40.1681,50.75836493,763.5698,18,10-01-2023,Bearing,Preventive,Lubricated,Bearing failure,0.2
Drill,77.1508,34.45426477,973.4887,19,06-03-2024,Motor,Corrective,Inspected,No Failure,4.4
Drill,89.153,94.24819019,911.8878,10,29-05-2024,Lubrication,Preventive,Replaced,Leakage,0.9
Lathe,94.9906,13.77607946,523.6079,8,08-11-2024,Bearing,Corrective,Refilled,Leakage,3.8
Drill,43.9738,67.59403077,694.3234,11,13-11-2023,Lubrication,Preventive,Refilled,Misalignment,8.2
Mill,30.7362,56.96723176,734.2875,8,23-07-2023,Motor,Corrective,Lubricated,Leakage,1.9
Drill,15.9206,37.12316817,724.6169,6,08-04-2023,Bearing,Predictive,Refilled,Misalignment,7.1
Drill,36.7702,49.596288,891.0315,13,26-05-2024,Motor,Preventive,Tightened,Leakage,3.4
Mill,48.6442,59.90002886,948.5933,9,22-05-2024,Lubrication,Predictive,Replaced,Leakage,3.6
Drill,17.7776,65.25512838,531.696,12,13-05-2024,Shaft,Corrective,Inspected,Bearing failure,3
Mill,53.426,89.46667331,944.5698,14,04-01-2024,Bearing,Corrective,Aligned,No Failure,4.1
Lathe,64.1116,56.52143112,607.9904,19,07-08-2024,Shaft,Predictive,Inspected,No Failure,6.7
Mill,35.9719,59.99977958,614.7572,11,25-09-2023,Gearbox,Predictive,Tightened,Wear and tear,3.9
Drill,83.6834,19.64468525,832.7905,16,25-04-2024,Coupling,Preventive,Flushed,Wear and tear,3.3
Lathe,68.9236,29.40413326,733.726,16,08-06-2024,Gearbox,Preventive,Cleaned,Bearing failure,3.2
Mill,85.4396,87.73853089,663.8287,12,27-08-2023,Bearing,Preventive,Replaced,Wear and tear,0.9
Mill,73.5916,65.4319162,797.4171,19,02-11-2024,Bearing,Predictive,Inspected,Misalignment,1.6
Lathe,97.6599,59.45557057,580.1302,10,18-07-2023,Motor,Predictive,Aligned,Misalignment,4.9
Drill,63.2828,63.62704757,790.1714,10,16-02-2023,Bearing,Predictive,Cleaned,Leakage,1.9
Drill,81.2392,58.73145023,830.962,17,09-03-2024,Gearbox,Corrective,Repaired,No Failure,4.1
Lathe,24.1006,68.69186134,812.3916,16,18-11-2023,Lubrication,Predictive,Inspected,Bearing failure,0.3
Drill,40.5005,72.58825886,799.8129,13,19-05-2023,Coupling,Predictive,Cleaned,Wear and tear,7.3
Mill,35.7231,54.92722094,560.0805,6,10-03-2023,Motor,Preventive,Refilled,No Failure,3.8
Mill,30.5224,17.60024143,978.4903,16,13-07-2023,Bearing,Predictive,Replaced,Leakage,6.7
Drill,82.5492,48.5653187,736.275,6,11-12-2023,Gearbox,Preventive,Replaced,Leakage,7
Lathe,97.5422,26.64762633,674.0554,9,02-07-2023,Gearbox,Corrective,Lubricated,No Failure,0.9
Drill,25.0523,43.67442693,699.032,14,17-04-2024,Lubrication,Corrective,Lubricated,Wear and tear,4.1
Lathe,21.4474,68.60158952,947.3727,6,27-09-2024,Gearbox,Corrective,Lubricated,Misalignment,5.3
Mill,51.8215,47.22234579,911.6788,6,19-03-2023,Lubrication,Corrective,Inspected,No Failure,3
Mill,24.528,59.74006067,730.738,6,29-03-2024,Shaft,Corrective,Lubricated,Bearing failure,0.7
Mill,58.0348,14.06540948,556.7775,6,28-12-2024,Coupling,Predictive,Inspected,Bearing failure,2.6
Lathe,59.7445,74.35668485,992.0848,15,21-06-2023,Lubrication,Corrective,Lubricated,Bearing failure,8.5
Lathe,89.4943,93.00925211,728.0709,6,19-08-2023,Shaft,Predictive,Lubricated,No Failure,7.2
Drill,98.7515,71.61616256,747.0366,17,22-07-2024,Lubrication,Predictive,Refilled,No Failure,0.9
Mill,15.5981,12.4594555,980.5714,10,14-11-2024,Motor,Predictive,Lubricated,Misalignment,2.7
Lathe,77.4503,33.94153597,656.9212,12,02-07-2023,Shaft,Preventive,Refilled,No Failure,1.3
Drill,25.4532,34.75643766,639.9069,18,13-10-2024,Shaft,Predictive,Refilled,Misalignment,0.6
Mill,19.7325,19.73788836,704.825,7,17-08-2024,Lubrication,Preventive,Repaired,No Failure,1.5
Lathe,71.9966,48.91357096,566.6952,15,13-06-2023,Coupling,Predictive,Cleaned,Misalignment,4.5
Lathe,72.3176,85.04247412,938.2756,17,05-04-2023,Coupling,Corrective,Repaired,Bearing failure,3.8
Mill,64.4094,97.40632926,851.1401,9,04-10-2024,Coupling,Predictive,Refilled,No Failure,2
Lathe,69.6125,32.25676236,644.27,11,14-06-2024,Coupling,Corrective,Inspected,Misalignment,4.8
Mill,54.2751,17.12536826,866.2651,15,15-05-2024,Coupling,Preventive,Replaced,Bearing failure,5.2
Drill,56.9962,21.13078105,994.0295,15,14-05-2024,Motor,Corrective,Repaired,Bearing failure,1.5
Drill,78.67,94.5262954,920.8574,9,29-10-2024,Lubrication,Corrective,Repaired,Leakage,0.1
Mill,33.6155,93.36030963,769.9064,14,16-06-2024,Shaft,Corrective,Replaced,No Failure,4
Lathe,74.3773,28.46469651,918.2957,10,01-06-2023,Motor,Predictive,Cleaned,Wear and tear,8.8
Lathe,51.1956,48.94080852,916.0085,8,07-08-2023,Lubrication,Predictive,Tightened,No Failure,0.1
Drill,23.1045,52.28021324,983.5269,9,21-11-2023,Motor,Corrective,Flushed,Leakage,5.4
Mill,71.8609,24.35240554,933.2373,16,01-01-2023,Lubrication,Predictive,Flushed,Leakage,6.1
Mill,11.6333,42.39594103,727.7888,11,24-04-2024,Motor,Corrective,Replaced,Overheating,3.8
Lathe,61.9007,38.84772371,951.1224,13,05-06-2023,Gearbox,Preventive,Replaced,Wear and tear,0.8
Drill,14.2197,62.22995545,580.723,16,27-05-2024,Bearing,Corrective,Lubricated,Misalignment,0
Lathe,44.8596,34.94348221,828.8052,14,27-09-2023,Shaft,Predictive,Flushed,Leakage,4.4
Drill,32.5433,79.76713187,926.0881,17,05-08-2024,Gearbox,Corrective,Lubricated,Misalignment,7.6
Drill,64.7899,88.54706958,601.7628,7,07-03-2023,Bearing,Predictive,Checked,No Failure,0.7
Drill,19.1669,34.55276038,501.888,17,04-04-2024,Lubrication,Predictive,Repaired,Bearing failure,4.1
Mill,46.0831,83.51161557,639.5978,15,25-12-2023,Coupling,Predictive,Aligned,No Failure,5.1
Drill,13.4155,47.32333867,572.275,17,28-10-2024,Coupling,Corrective,Aligned,No Failure,7.6
Lathe,74.1154,84.96386309,933.7546,14,04-08-2024,Lubrication,Predictive,Checked,Misalignment,2.4
Mill,74.4911,22.12572934,885.2082,6,11-02-2023,Gearbox,Predictive,Flushed,No Failure,3
Mill,77.5615,58.27749712,847.6014,13,12-01-2024,Gearbox,Corrective,Checked,No Failure,8.9
Mill,77.3583,36.1441434,663.975,18,01-08-2023,Shaft,Corrective,Aligned,Bearing failure,4.1
Drill,23.7658,76.66954207,506.3432,14,10-12-2023,Lubrication,Predictive,Aligned,Leakage,7.3
Drill,23.9276,86.81171771,836.4901,15,18-09-2023,Shaft,Preventive,Repaired,Bearing failure,0.5
Drill,97.3277,92.54906231,965.2957,9,11-09-2024,Lubrication,Predictive,Flushed,Misalignment,3.8
Drill,43.4864,22.83283499,688.8319,16,31-07-2023,Shaft,Corrective,Checked,Misalignment,6.1
Mill,46.258,11.83701301,855.2101,9,09-09-2023,Bearing,Preventive,Cleaned,No Failure,5.1
Lathe,50.5265,42.78302209,733.8185,14,31-01-2024,Gearbox,Predictive,Cleaned,Wear and tear,6.6
Lathe,81.2727,21.63544948,680.6844,6,07-01-2024,Gearbox,Preventive,Aligned,Wear and tear,4.7
Drill,49.774,21.7906758,871.4167,11,23-03-2024,Motor,Preventive,Aligned,Leakage,1.7
Drill,59.9187,42.39265354,896.1086,8,04-04-2023,Gearbox,Predictive,Refilled,Leakage,7.6
Lathe,19.6876,33.92806224,731.3708,9,19-05-2024,Motor,Preventive,Lubricated,Leakage,8.8
Drill,82.782,24.88783075,947.0247,8,06-10-2023,Coupling,Corrective,Flushed,Bearing failure,5.5
Drill,13.1302,68.97640931,772.4271,13,16-08-2024,Shaft,Corrective,Flushed,No Failure,0.8
Mill,24.6613,12.25384511,541.7627,15,26-09-2023,Gearbox,Preventive,Replaced,No Failure,3.6
Lathe,26.0577,74.71792194,995.2827,11,16-11-2024,Lubrication,Predictive,Flushed,Wear and tear,1.6
Drill,10.3324,56.17768638,550.7452,13,25-11-2023,Bearing,Predictive,Repaired,Leakage,3.1
Mill,97.9717,43.00693962,520.4487,15,08-07-2023,Gearbox,Preventive,Replaced,Wear and tear,6.6
Lathe,79.3627,44.27438411,502.7961,17,01-12-2023,Gearbox,Preventive,Checked,Wear and tear,0.9
Drill,93.1143,21.97805997,910.5088,18,30-08-2024,Coupling,Corrective,Replaced,Bearing failure,3.6
Lathe,26.6842,85.95804524,566.2075,16,18-04-2023,Motor,Predictive,Lubricated,Bearing failure,4.6
Drill,67.1705,37.47646929,744.8496,10,27-12-2024,Gearbox,Predictive,Tightened,Misalignment,8.1
Drill,88.8015,36.5235769,716.5407,19,15-07-2024,Shaft,Predictive,Tightened,Wear and tear,6.4
Lathe,39.4009,78.20623343,900.4069,9,16-06-2023,Gearbox,Preventive,Checked,Bearing failure,0
Mill,25.6487,18.26273951,907.9457,17,14-06-2023,Shaft,Predictive,Checked,Leakage,2.5
Drill,12.1336,37.57010539,599.3049,8,17-03-2023,Lubrication,Predictive,Inspected,No Failure,8.8
Drill,15.1831,24.65062475,674.4889,17,31-05-2023,Lubrication,Corrective,Aligned,Bearing failure,2.5
Lathe,69.0171,75.45575158,799.9658,12,11-09-2024,Coupling,Preventive,Repaired,Wear and tear,4
Mill,41.8273,74.50398465,622.4443,9,25-05-2023,Shaft,Corrective,Tightened,Bearing failure,1.1
Lathe,93.5339,39.70820675,643.5753,14,01-04-2023,Lubrication,Preventive,Lubricated,Leakage,5.7
Lathe,60.9217,56.11751394,699.8593,9,07-04-2023,Motor,Predictive,Refilled,No Failure,2.5
Drill,84.1733,42.73687708,612.9021,11,31-12-2024,Gearbox,Corrective,Cleaned,Bearing failure,8.6
Drill,86.2291,95.57100162,620.1501,16,19-11-2023,Lubrication,Predictive,Flushed,Overheating,4.4
Mill,56.1427,29.74149329,777.7093,13,02-12-2024,Gearbox,Predictive,Lubricated,Bearing failure,2.5
Drill,30.6513,79.28139659,553.8479,9,13-09-2023,Gearbox,Predictive,Aligned,No Failure,1.2
Drill,74.9028,52.81375555,968.903,15,07-06-2024,Gearbox,Preventive,Aligned,Overheating,4.7
Drill,35.5656,96.74973883,717.2243,7,09-06-2024,Shaft,Corrective,Inspected,Overheating,7.3
Drill,30.2446,73.65103189,783.6049,6,30-11-2023,Gearbox,Predictive,Lubricated,Leakage,3.5
Mill,76.1681,90.49560742,660.6371,10,23-04-2024,Coupling,Preventive,Repaired,No Failure,0
